Communes;Codes_Insee;Numero_departement;NB_Pers_par_Foyer_Alloc;NB_Pers_couv_RSA;RSA_SOCLE_non_Majore_Pers_couv;RSA_SOCLE_Majore_Pers_couv
BRUE-AURIAC;83025;83;599;25;;
CABASSE;83026;83;980;106;97;9
LA CADIERE-D'AZUR;83027;83;1816;131;;
CALLAS;83028;83;729;102;90;12
CALLIAN;83029;83;1410;75;;
CAMPS-LA-SOURCE;83030;83;880;69;60;9
LE CANNET-DES-MAURES;83031;83;1707;138;102;36
CARCES;83032;83;1381;209;163;46
CARNOULES;83033;83;1783;230;200;30
CARQUEIRANNE;83034;83;2963;216;183;33
LE CASTELLET;83035;83;1879;216;185;31
CAVALAIRE-SUR-MER;83036;83;2567;257;213;44
LA CELLE;83037;83;649;42;34;8
CHATEAUDOUBLE;83038;83;211;26;;
CHATEAUVERT;83039;83;37;;;
CHATEAUVIEUX;83040;83;10;;;
CLAVIERS;83041;83;243;37;23;14
COGOLIN;83042;83;4894;394;334;60
COLLOBRIERES;83043;83;656;101;92;9
COMPS-SUR-ARTUBY;83044;83;112;22;16;6
CORRENS;83045;83;362;63;46;17
COTIGNAC;83046;83;641;123;114;9
LA CRAU;83047;83;7886;453;400;53
LA CROIX-VALMER;83048;83;1142;82;;
CUERS;83049;83;6045;589;493;96
DRAGUIGNAN;83050;83;19626;3020;2514;506
ENTRECASTEAUX;83051;83;379;69;60;9
ESPARRON;83052;83;179;6;;
EVENOS;83053;83;929;;;
LA FARLEDE;83054;83;3408;289;240;49
FAYENCE;83055;83;2417;204;175;29
FIGANIERES;83056;83;1096;86;67;19
FLASSANS-SUR-ISSOLE;83057;83;1610;118;99;19
FLAYOSC;83058;83;1524;150;136;14
FORCALQUEIRET;83059;83;1476;93;72;21
FOX-AMPHOUX;83060;83;178;32;20;12
FREJUS;83061;83;23300;3029;2672;357
LA GARDE;83062;83;11957;1087;902;185
LA GARDE-FREINET;83063;83;719;106;;
GAREOULT;83064;83;1868;172;149;23
GASSIN;83065;83;864;84;71;13
GINASSERVIS;83066;83;949;73;59;14
GONFARON;83067;83;2141;261;204;57
GRIMAUD;83068;83;1797;198;189;9
HYERES;83069;83;21629;2401;2081;320
LE LAVANDOU;83070;83;1989;275;254;21
LA LONDE-LES-MAURES;83071;83;2927;238;200;38
LORGUES;83072;83;3530;440;393;47
LE LUC;83073;83;5407;798;686;112
LA MARTRE;83074;83;53;8;;
LES MAYONS;83075;83;228;12;;
MAZAUGUES;83076;83;418;65;60;5
MEOUNES-LES-MONTRIEUX;83077;83;965;71;59;12
MOISSAC-BELLEVUE;83078;83;62;9;;
LA MOLE;83079;83;624;34;27;7
MONS;83080;83;250;27;;
MONTAUROUX;83081;83;2911;227;203;24
MONTFERRAT;83082;83;434;54;39;15
MONTFORT-SUR-ARGENS;83083;83;580;52;43;9
MONTMEYAN;83084;83;180;30;22;8
LA MOTTE;83085;83;1125;74;;
LE MUY;83086;83;4400;733;624;109
NANS-LES-PINS;83087;83;1766;81;71;10
NEOULES;83088;83;1209;64;55;9
OLLIERES;83089;83;197;;;
OLLIOULES;83090;83;5850;644;566;78
PIERREFEU-DU-VAR;83091;83;2429;139;113;26
PIGNANS;83092;83;2398;246;193;53
PLAN-D'AUPS-SAINTE-BAUME;83093;83;1004;56;30;26
LE PLAN-DE-LA-TOUR;83094;83;1247;107;93;14
PONTEVES;83095;83;249;18;;
POURCIEUX;83096;83;784;58;47;11
POURRIERES;83097;83;2331;130;107;23
LE PRADET;83098;83;3865;319;280;39
PUGET-SUR-ARGENS;83099;83;3858;487;416;71
PUGET-VILLE;83100;83;2212;161;129;32
RAMATUELLE;83101;83;544;53;48;5
REGUSSE;83102;83;788;82;68;14
LE REVEST-LES-EAUX;83103;83;1410;61;50;11
RIANS;83104;83;1823;156;133;23
RIBOUX;83105;83;21;;;
ROCBARON;83106;83;2514;123;100;23
ROQUEBRUNE-SUR-ARGENS;83107;83;6182;477;402;75
LA ROQUEBRUSSANNE;83108;83;1291;164;131;33
LA ROQUE-ESCLAPON;83109;83;50;;;
ROUGIERS;83110;83;759;67;58;9
SAINTE-ANASTASIE-SUR-ISSOLE;83111;83;745;51;41;10
SAINT-CYR-SUR-MER;83112;83;4397;271;245;26
SAINT-JULIEN;83113;83;1181;107;86;21
SAINT-MARTIN-DE-PALLIERES;83114;83;106;17;;
SAINTE-MAXIME;83115;83;4828;450;378;72
SAINT-MAXIMIN-LA-SAINTE-BAUME;83116;83;8084;610;480;130
SAINT-PAUL-EN-FORET;83117;83;626;34;;
SAINT-RAPHAEL;83118;83;12429;1475;1311;164
SAINT-TROPEZ;83119;83;1171;79;66;13
SAINT-ZACHARIE;83120;83;2536;150;129;21
SALERNES;83121;83;1948;333;280;53
LES SALLES-SUR-VERDON;83122;83;98;5;;
SANARY-SUR-MER;83123;83;5389;535;477;58
SEILLANS;83124;83;1085;111;85;26
SEILLONS-SOURCE-D'ARGENS;83125;83;1169;63;46;17
LA SEYNE-SUR-MER;83126;83;33035;5497;4627;870
SIGNES;83127;83;1569;112;93;19
SILLANS-LA-CASCADE;83128;83;249;25;;
SIX-FOURS-LES-PLAGES;83129;83;13340;1236;1050;186
SOLLIES-PONT;83130;83;5249;562;447;115
SOLLIES-TOUCAS;83131;83;2579;167;143;24
SOLLIES-VILLE;83132;83;883;40;35;5
TANNERON;83133;83;572;41;;
TARADEAU;83134;83;651;63;41;22
TAVERNES;83135;83;555;62;41;21
LE THORONET;83136;83;1006;92;;
TOULON;83137;83;86316;15909;13342;2567
TOURRETTES;83138;83;1230;113;91;22
TOURTOUR;83139;83;168;18;;
TOURVES;83140;83;2396;239;192;47
TRANS-EN-PROVENCE;83141;83;2510;232;181;51
TRIGANCE;83142;83;79;6;;
LE VAL;83143;83;1737;161;130;31
LA VALETTE-DU-VAR;83144;83;10192;790;654;136
VARAGES;83145;83;557;117;102;15
LA VERDIERE;83146;83;651;52;47;5
VERIGNON;83147;83;;;;
VIDAUBAN;83148;83;5809;745;657;88
VILLECROZE;83149;83;629;66;52;14
VINON-SUR-VERDON;83150;83;1966;145;109;36
VINS-SUR-CARAMY;83151;83;456;65;59;6
RAYOL-CANADEL-SUR-MER;83152;83;139;11;;
SAINT-MANDRIER-SUR-MER;83153;83;1903;177;158;19
SAINT-ANTONIN-DU-VAR;83154;83;251;17;;
ALTHEN-DES-PALUDS;84001;84;1418;69;52;17
ANSOUIS;84002;84;367;21;;
APT;84003;84;5735;831;689;142
AUBIGNAN;84004;84;2556;178;144;34
AUREL;84005;84;59;;;
AURIBEAU;84006;84;29;;;
AVIGNON;84007;84;57935;11483;9679;1804
LE BARROUX;84008;84;217;15;;
LA BASTIDE-DES-JOURDANS;84009;84;711;27;18;9
LA BASTIDONNE;84010;84;269;8;;
LE BEAUCET;84011;84;110;22;;
BEAUMES-DE-VENISE;84012;84;968;70;54;16
BEAUMETTES;84013;84;93;;;
BEAUMONT-DE-PERTUIS;84014;84;465;28;22;6
BEAUMONT-DU-VENTOUX;84015;84;95;6;;
BEDARRIDES;84016;84;2274;138;119;19
BEDOIN;84017;84;1061;139;118;21
BLAUVAC;84018;84;174;17;;
BOLLENE;84019;84;6976;1035;855;180
BONNIEUX;84020;84;486;38;;
BRANTES;84021;84;25;;;
BUISSON;84022;84;77;10;;
BUOUX;84023;84;;;;
CABRIERES-D'AIGUES;84024;84;378;15;;
CABRIERES-D'AVIGNON;84025;84;682;38;;
CADENET;84026;84;1929;168;139;29
CADEROUSSE;84027;84;1119;79;52;27
CAIRANNE;84028;84;391;19;;
CAMARET-SUR-AIGUES;84029;84;2143;110;81;29
CAROMB;84030;84;1312;136;100;36
CARPENTRAS;84031;84;14694;2190;1797;393
CASENEUVE;84032;84;143;9;;
CASTELLET;84033;84;36;11;;
CAUMONT-SUR-DURANCE;84034;84;2096;243;203;40
CAVAILLON;84035;84;13140;1551;1296;255
CHATEAUNEUF-DE-GADAGNE;84036;84;1238;46;32;14
CHATEAUNEUF-DU-PAPE;84037;84;683;31;26;5
CHEVAL-BLANC;84038;84;1715;57;43;14
COURTHEZON;84039;84;2690;232;188;44
CRESTET;84040;84;138;11;;
CRILLON-LE-BRAVE;84041;84;138;5;;
CUCURON;84042;84;605;41;;
ENTRAIGUES-SUR-LA-SORGUE;84043;84;3972;295;233;62
ENTRECHAUX;84044;84;446;14;;
FAUCON;84045;84;154;11;;
FLASSAN;84046;84;184;5;;
GARGAS;84047;84;1046;37;27;10
GIGNAC;84048;84;31;;;
GIGONDAS;84049;84;111;6;;
GORDES;84050;84;496;30;;
GOULT;84051;84;375;38;;
GRAMBOIS;84052;84;378;21;;
GRILLON;84053;84;689;69;49;20
L'ISLE-SUR-LA-SORGUE;84054;84;8350;739;600;139
JONQUERETTES;84055;84;572;14;6;8
JONQUIERES;84056;84;2618;184;132;52
JOUCAS;84057;84;98;7;;
LACOSTE;84058;84;120;;;
LAFARE;84059;84;39;;;
LAGARDE-D'APT;84060;84;;;;
LAGARDE-PAREOL;84061;84;136;;;
LAGNES;84062;84;514;17;;
LAMOTTE-DU-RHONE;84063;84;119;15;;
LAPALUD;84064;84;1865;187;147;40
LAURIS;84065;84;1573;91;67;24
LIOUX;84066;84;78;;;
LORIOL-DU-COMTAT;84067;84;1000;66;49;17
LOURMARIN;84068;84;375;21;;
MALAUCENE;84069;84;1132;128;111;17
MALEMORT-DU-COMTAT;84070;84;810;41;25;16
MAUBEC;84071;84;723;52;33;19
MAZAN;84072;84;2649;186;166;20
MENERBES;84073;84;278;23;16;7
MERINDOL;84074;84;908;50;41;9
METHAMIS;84075;84;150;10;5;5
MIRABEAU;84076;84;644;30;;
MODENE;84077;84;248;9;;
MONDRAGON;84078;84;1835;218;167;51
MONIEUX;84079;84;75;7;;
MONTEUX;84080;84;6207;492;384;108
MORIERES-LES-AVIGNON;84081;84;3882;296;250;46
MORMOIRON;84082;84;826;92;76;16
MORNAS;84083;84;1048;97;;
LA MOTTE-D'AIGUES;84084;84;586;14;;
MURS;84085;84;134;6;;
OPPEDE;84086;84;461;36;24;12
ORANGE;84087;84;15207;2202;1828;374
PERNES-LES-FONTAINES;84088;84;4298;245;215;30
PERTUIS;84089;84;9652;1239;1044;195
PEYPIN-D'AIGUES;84090;84;266;12;;
PIOLENC;84091;84;2240;139;92;47
LE PONTET;84092;84;9171;1213;1031;182
PUGET;84093;84;238;;;
PUYMERAS;84094;84;166;7;;
PUYVERT;84095;84;296;19;14;5
RASTEAU;84096;84;278;9;;
RICHERENCHES;84097;84;220;30;;
ROAIX;84098;84;257;20;7;13
ROBION;84099;84;1879;96;84;12
LA ROQUE-ALRIC;84100;84;14;;;
LA ROQUE-SUR-PERNES;84101;84;128;15;;
ROUSSILLON;84102;84;384;34;;
RUSTREL;84103;84;267;12;;
SABLET;84104;84;488;22;;
SAIGNON;84105;84;241;17;;
SAINTE-CECILE-LES-VIGNES;84106;84;1119;108;93;15
SAINT-CHRISTOL;84107;84;340;63;;
SAINT-DIDIER;84108;84;669;56;46;10
SAINT-HIPPOLYTE-LE-GRAVEYRON;84109;84;53;;;
SAINT-LEGER-DU-VENTOUX;84110;84;16;;;
SAINT-MARCELLIN-LES-VAISON;84111;84;104;8;;
SAINT-MARTIN-DE-CASTILLON;84112;84;202;24;16;8
SAINT-MARTIN-DE-LA-BRASQUE;84113;84;330;16;;
SAINT-PANTALEON;84114;84;73;;;
SAINT-PIERRE-DE-VASSOLS;84115;84;194;7;;
SAINT-ROMAIN-EN-VIENNOIS;84116;84;236;9;;
SAINT-ROMAN-DE-MALEGARDE;84117;84;135;;;
SAINT-SATURNIN-LES-APT;84118;84;964;45;;
SAINT-SATURNIN-LES-AVIGNON;84119;84;1997;100;72;28
SAINT-TRINIT;84120;84;35;;;
SANNES;84121;84;103;;;
SARRIANS;84122;84;2463;166;139;27
SAULT;84123;84;516;48;;
SAUMANE-DE-VAUCLUSE;84124;84;323;26;;
SAVOILLAN;84125;84;22;;;
SEGURET;84126;84;241;7;;
SERIGNAN-DU-COMTAT;84127;84;1143;36;26;10
SIVERGUES;84128;84;26;5;;
SORGUES;84129;84;10834;1615;1365;250
SUZETTE;84130;84;12;;;
TAILLADES;84131;84;658;26;21;5
LE THOR;84132;84;3955;230;187;43
LA TOUR-D'AIGUES;84133;84;1804;129;98;31
TRAVAILLAN;84134;84;289;20;;
UCHAUX;84135;84;594;;;
VACQUEYRAS;84136;84;422;35;26;9
VAISON-LA-ROMAINE;84137;84;2557;225;189;36
VALREAS;84138;84;4195;582;482;100
FONTAINE-DE-VAUCLUSE;84139;84;251;25;;
VAUGINES;84140;84;208;21;;
VEDENE;84141;84;5625;450;369;81
VELLERON;84142;84;1066;74;;
VENASQUE;84143;84;270;24;19;5
VIENS;84144;84;174;11;;
VILLARS;84145;84;294;16;;
VILLEDIEU;84146;84;163;9;;
VILLELAURE;84147;84;1626;60;52;8
VILLES-SUR-AUZON;84148;84;451;62;50;12
VIOLES;84149;84;604;36;31;5
VISAN;84150;84;673;38;;
VITROLLES-EN-LUBERON;84151;84;68;;;
L'AIGUILLON-SUR-MER;85001;85;465;34;28;6
L'AIGUILLON-SUR-VIE;85002;85;817;26;16;10
AIZENAY;85003;85;4851;102;80;22
ANGLES;85004;85;843;63;41;22
ANTIGNY;85005;85;377;12;;
APREMONT;85006;85;875;44;38;6
AUBIGNY-LES CLOUZEAUX;85008;85;3315;95;74;21
AUCHAY-SUR-VENDEE;85009;85;541;25;;
AVRILLE;85010;85;518;24;;
BARBATRE;85011;85;528;23;;
LA BARRE-DE-MONTS;85012;85;733;34;;
BAZOGES-EN-PAILLERS;85013;85;854;7;;
BAZOGES-EN-PAREDS;85014;85;529;27;;
BEAUFOU;85015;85;790;26;19;7
BEAULIEU-SOUS-LA-ROCHE;85016;85;1067;46;34;12
BEAUREPAIRE;85017;85;1314;26;17;9
BEAUVOIR-SUR-MER;85018;85;1214;42;31;11
BELLEVIGNY;85019;85;3098;66;53;13
BENET;85020;85;1697;40;;
LA BERNARDIERE;85021;85;1041;15;;
LE BERNARD;85022;85;501;13;;
BESSAY;85023;85;181;13;5;8
BOIS-DE-CENE;85024;85;962;21;11;10
LA BOISSIERE-DE-MONTAIGU;85025;85;1112;11;6;5
LA BOISSIERE-DES-LANDES;85026;85;604;31;22;9
BOUFFERE;85027;85;2023;17;11;6
BOUILLE-COURDAULT;85028;85;291;9;;
BOUIN;85029;85;687;33;24;9
LE BOUPERE;85031;85;1479;21;15;6
BOURNEAU;85033;85;366;30;16;14
BOURNEZEAU;85034;85;1592;42;31;11
BRETIGNOLLES-SUR-MER;85035;85;1498;71;58;13
LA BRETONNIERE-LA-CLAYE;85036;85;240;7;;
BREUIL-BARRET;85037;85;202;8;;
LES BROUZILS;85038;85;1337;10;;
LA BRUFFIERE;85039;85;2013;36;28;8
LA CAILLERE-SAINT-HILAIRE;85040;85;407;40;28;12
CEZAIS;85041;85;114;;;
CHAILLE-LES-MARAIS;85042;85;827;51;42;9
LA CHAIZE-GIRAUD;85045;85;434;16;;
LA CHAIZE-LE-VICOMTE;85046;85;1973;68;54;14
CHALLANS;85047;85;8412;415;361;54
CHAMBRETAUD;85048;85;728;7;;
CHAMPAGNE-LES-MARAIS;85049;85;741;37;31;6
LE CHAMP-SAINT-PERE;85050;85;809;43;;
CHANTONNAY;85051;85;3932;247;216;31
LA CHAPELLE-AUX-LYS;85053;85;72;;;
LA CHAPELLE-HERMIER;85054;85;476;25;19;6
LA CHAPELLE-PALLUAU;85055;85;485;8;;
LA CHAPELLE-THEMER;85056;85;119;;;
CHASNAIS;85058;85;346;9;;
LA CHATAIGNERAIE;85059;85;1083;83;62;21
CHATEAU-D'OLONNE;85060;85;4635;279;212;67
CHATEAU-GUIBERT;85061;85;695;17;;
CHATEAUNEUF;85062;85;581;11;;
CHAUCHE;85064;85;1182;;;
CHAVAGNES-EN-PAILLERS;85065;85;1580;23;17;6
CHAVAGNES-LES-REDOUX;85066;85;356;19;;
CHEFFOIS;85067;85;479;17;;
COEX;85070;85;1322;70;61;9
COMMEQUIERS;85071;85;1497;44;28;16
LA COPECHAGNIERE;85072;85;568;;;
CORPE;85073;85;482;;;
LA COUTURE;85074;85;126;12;;
CUGAND;85076;85;1555;20;;
CURZON;85077;85;210;28;;
DAMVIX;85078;85;264;18;12;6
DOIX LES FONTAINES;85080;85;815;63;32;31
DOMPIERRE-SUR-YON;85081;85;2199;60;54;6
LES EPESSES;85082;85;1461;18;;
L'EPINE;85083;85;369;14;;
ESSARTS EN BOCAGE;85084;85;4791;123;100;23
FALLERON;85086;85;797;37;29;8
FAYMOREAU;85087;85;82;20;12;8
LE FENOUILLER;85088;85;1612;57;49;8
LA FERRIERE;85089;85;2548;86;65;21
SEVREMONT;85090;85;3006;68;51;17
FONTENAY-LE-COMTE;85092;85;6041;805;628;177
FOUGERE;85093;85;619;13;;
FOUSSAIS-PAYRE;85094;85;428;14;;
FROIDFOND;85095;85;1055;39;29;10
LA GARNACHE;85096;85;2288;61;43;18
LA GAUBRETIERE;85097;85;1442;7;;
LA GENETOUZE;85098;85;897;13;;
LE GIROUARD;85099;85;555;22;16;6
GIVRAND;85100;85;836;14;;
LE GIVRE;85101;85;238;8;;
GRAND'LANDES;85102;85;346;15;;
GROSBREUIL;85103;85;1024;61;;
GRUES;85104;85;235;13;;
LE GUE-DE-VELLUIRE;85105;85;214;12;;
LA GUERINIERE;85106;85;367;23;;
LA GUYONNIERE;85107;85;1329;16;;
L'HERBERGEMENT;85108;85;1758;18;;
LES HERBIERS;85109;85;7433;303;221;82
L'HERMENAULT;85110;85;548;52;31;21
L'ILE-D'ELLE;85111;85;883;74;59;15
L'ILE-D'OLONNE;85112;85;1218;67;54;13
L'ILE-D'YEU;85113;85;1570;76;;
JARD-SUR-MER;85114;85;466;44;;
LA JAUDONNIERE;85115;85;309;21;;
LA JONCHERE;85116;85;162;17;;
LAIROUX;85117;85;225;10;;
LANDERONDE;85118;85;1015;43;;
LES LANDES-GENUSSON;85119;85;1087;;;
LANDEVIEILLE;85120;85;751;13;;
LE LANGON;85121;85;476;23;;
LIEZ;85123;85;133;17;;
LOGE-FOUGEREUSE;85125;85;157;10;;
LONGEVES;85126;85;588;;;
LONGEVILLE-SUR-MER;85127;85;645;26;;
LUCON;85128;85;3917;470;376;94
LES LUCS-SUR-BOULOGNE;85129;85;1606;59;44;15
MACHE;85130;85;859;58;52;6
LES MAGNILS-REIGNIERS;85131;85;608;26;;
MAILLE;85132;85;311;22;15;7
MAILLEZAIS;85133;85;352;14;;
MALLIEVRE;85134;85;110;;;
MAREUIL-SUR-LAY-DISSAIS;85135;85;1239;75;57;18
MARILLET;85136;85;29;;;
MARSAIS-SAINTE-RADEGONDE;85137;85;205;6;;
MARTINET;85138;85;577;14;7;7
LE MAZEAU;85139;85;159;12;;
LA MEILLERAIE-TILLAY;85140;85;663;38;;
MENOMBLET;85141;85;339;17;;
LA MERLATIERE;85142;85;583;26;20;6
MERVENT;85143;85;404;34;;
MESNARD-LA-BAROTIERE;85144;85;777;;;
MONSIREIGNE;85145;85;465;;;
MONTAIGU;85146;85;2583;110;95;15
MONTOURNAIS;85147;85;652;22;;
MONTREUIL;85148;85;377;25;17;8
MOREILLES;85149;85;223;13;;
MORTAGNE-SUR-SEVRE;85151;85;2715;57;43;14
LES ACHARDS;85152;85;2649;92;72;20
MOUCHAMPS;85153;85;1478;19;;
MOUILLERON-SAINT-GERMAIN;85154;85;779;42;29;13
MOUILLERON-LE-CAPTIF;85155;85;2265;26;20;6
MOUTIERS-LES-MAUXFAITS;85156;85;1002;62;54;8
MOUTIERS-SUR-LE-LAY;85157;85;319;9;;
MOUZEUIL-SAINT-MARTIN;85158;85;549;28;12;16
NALLIERS;85159;85;1018;63;;
NESMY;85160;85;1442;35;25;10
NIEUL-LE-DOLENT;85161;85;1090;19;;
NIEUL-SUR-L'AUTISE;85162;85;601;16;;
NOIRMOUTIER-EN-L'ILE;85163;85;1197;65;;
NOTRE-DAME-DE-MONTS;85164;85;684;28;;
OLONNE-SUR-MER;85166;85;5684;318;273;45
L'ORBRIE;85167;85;280;13;;
OULMES;85168;85;370;10;;
PALLUAU;85169;85;639;58;;
PEAULT;85171;85;297;10;;
LE PERRIER;85172;85;856;22;;
PETOSSE;85174;85;307;10;;
LES PINEAUX;85175;85;351;19;;
PISSOTTE;85176;85;448;9;;
LE POIRE-SUR-VELLUIRE;85177;85;238;30;23;7
LE POIRE-SUR-VIE;85178;85;4317;95;71;24
POIROUX;85179;85;535;24;18;6
POUILLE;85181;85;287;16;;
POUZAUGES;85182;85;2533;113;78;35
PUY-DE-SERRE;85184;85;120;8;;
PUYRAVAULT;85185;85;264;18;;
LA RABATELIERE;85186;85;476;9;;
REAUMUR;85187;85;338;;;
LA REORTHE;85188;85;469;18;13;5
NOTRE-DAME-DE-RIEZ;85189;85;900;30;;
ROCHESERVIERE;85190;85;1820;40;21;19
LA ROCHE-SUR-YON;85191;85;27624;3081;2393;688
ROCHETREJOUX;85192;85;466;;;
ROSNAY;85193;85;293;6;;
LES SABLES-D'OLONNE;85194;85;4537;468;388;80
SAINT-ANDRE-GOULE-D'OIE;85196;85;936;11;;
MONTREVERD;85197;85;1924;21;12;9
SAINT-AUBIN-DES-ORMEAUX;85198;85;621;8;;
SAINT-AUBIN-LA-PLAINE;85199;85;297;13;8;5
SAINT-AVAUGOURD-DES-LANDES;85200;85;522;26;;
SAINT-BENOIST-SUR-MER;85201;85;139;11;;
SAINTE-CECILE;85202;85;758;29;21;8
SAINT-CHRISTOPHE-DU-LIGNERON;85204;85;1281;38;;
SAINT-CYR-DES-GATS;85205;85;223;13;;
SAINT-CYR-EN-TALMONDAIS;85206;85;140;10;;
SAINT-DENIS-DU-PAYRE;85207;85;136;6;;
SAINT-DENIS-LA-CHEVASSE;85208;85;1166;18;13;5
SAINT-ETIENNE-DE-BRILLOUET;85209;85;318;10;;
SAINT-ETIENNE-DU-BOIS;85210;85;1068;40;32;8
SAINTE-FLAIVE-DES-LOUPS;85211;85;1265;23;;
RIVES DE L'YON;85213;85;1836;50;42;8
SAINTE-FOY;85214;85;1003;23;;
SAINT-FULGENT;85215;85;1863;52;38;14
SAINTE-GEMME-LA-PLAINE;85216;85;932;20;12;8
SAINT-GEORGES-DE-MONTAIGU;85217;85;2183;30;19;11
SAINT-GEORGES-DE-POINTINDOUX;85218;85;822;16;;
SAINT-GERMAIN-DE-PRINCAY;85220;85;705;;;
SAINT-GERVAIS;85221;85;1115;34;;
SAINT-GILLES-CROIX-DE-VIE;85222;85;2686;197;170;27
SAINTE-HERMINE;85223;85;1412;56;47;9
SAINT-HILAIRE-DE-LOULAY;85224;85;2451;17;;
SAINT-HILAIRE-DE-RIEZ;85226;85;3653;216;183;33
SAINT-HILAIRE-DES-LOGES;85227;85;820;43;;
SAINT-HILAIRE-DE-VOUST;85229;85;206;19;11;8
SAINT-HILAIRE-LA-FORET;85231;85;315;17;;
SAINT-HILAIRE-LE-VOUHIS;85232;85;560;15;;
SAINT-JEAN-DE-BEUGNE;85233;85;297;7;;
SAINT-JEAN-DE-MONTS;85234;85;3290;301;237;64
SAINT-JUIRE-CHAMPGILLON;85235;85;187;33;23;10
SAINT-JULIEN-DES-LANDES;85236;85;794;12;;
SAINT-LAURENT-DE-LA-SALLE;85237;85;100;7;;
SAINT-LAURENT-SUR-SEVRE;85238;85;1817;37;29;8
SAINT-MAIXENT-SUR-VIE;85239;85;557;14;;
SAINT-MALO-DU-BOIS;85240;85;837;8;;
SAINT-MARS-LA-REORTHE;85242;85;488;12;;
BREM-SUR-MER;85243;85;869;59;45;14
SAINT-MARTIN-DE-FRAIGNEAU;85244;85;362;23;18;5
SAINT-MARTIN-DES-FONTAINES;85245;85;48;;;
SAINT-MARTIN-DES-NOYERS;85246;85;1074;20;;
SAINT-MARTIN-DES-TILLEULS;85247;85;576;8;;
SAINT-MARTIN-LARS-EN-SAINTE-HERMINE;85248;85;144;9;;
SAINT-MATHURIN;85250;85;1036;15;9;6
SAINT-MAURICE-DES-NOUES;85251;85;252;8;;
SAINT-MAURICE-LE-GIRARD;85252;85;246;9;;
SAINT-MESMIN;85254;85;712;12;;
SAINT-MICHEL-EN-L'HERM;85255;85;746;64;53;11
SAINT-MICHEL-LE-CLOUCQ;85256;85;509;23;;
SAINT-PAUL-EN-PAREDS;85259;85;693;;;
SAINT-PAUL-MONT-PENIT;85260;85;419;24;;
SAINTE-PEXINE;85261;85;130;;;
SAINT-PHILBERT-DE-BOUAINE;85262;85;1939;27;19;8
SAINT-PIERRE-DU-CHEMIN;85264;85;547;24;;
SAINT-PIERRE-LE-VIEUX;85265;85;397;23;18;5
SAINT-PROUANT;85266;85;806;39;29;10
SAINTE-RADEGONDE-DES-NOYERS;85267;85;410;22;;
SAINT-REVEREND;85268;85;637;12;;
SAINT-SIGISMOND;85269;85;158;10;;
SAINT-SULPICE-EN-PAREDS;85271;85;162;;;
SAINT-URBAIN;85273;85;920;31;;
SAINT-VALERIEN;85274;85;242;7;;
SAINT-VINCENT-STERLANGES;85276;85;390;29;19;10
SAINT-VINCENT-SUR-GRAON;85277;85;681;48;34;14
SAINT-VINCENT-SUR-JARD;85278;85;325;27;;
SALLERTAINE;85280;85;1331;51;46;5
SERIGNE;85281;85;418;11;;
SIGOURNAIS;85282;85;446;25;13;12
SOULLANS;85284;85;1586;49;44;5
LE TABLIER;85285;85;377;8;;
LA TAILLEE;85286;85;246;11;;
TALLUD-SAINTE-GEMME;85287;85;194;15;;
TALMONT-SAINT-HILAIRE;85288;85;3107;160;135;25
LA TARDIERE;85289;85;569;27;18;9
THIRE;85290;85;247;26;21;5
THORIGNY;85291;85;663;16;;
THOUARSAIS-BOUILDROUX;85292;85;331;17;;
TIFFAUGES;85293;85;731;12;;
LA TRANCHE-SUR-MER;85294;85;889;62;53;9
TREIZE-SEPTIERS;85295;85;1644;13;;
TREIZE-VENTS;85296;85;644;15;8;7
TRIAIZE;85297;85;392;28;;
VAIRE;85298;85;805;18;;
VELLUIRE;85299;85;366;15;;
VENANSAULT;85300;85;2204;54;34;20
VENDRENNES;85301;85;926;23;;
LA VERRIE;85302;85;1733;24;13;11
VIX;85303;85;677;33;28;5
VOUILLE-LES-MARAIS;85304;85;352;17;8;9
VOUVANT;85305;85;270;17;;
XANTON-CHASSENON;85306;85;337;22;12;10
LA FAUTE-SUR-MER;85307;85;150;10;5;5
ADRIERS;86001;86;176;23;;
AMBERRE;86002;86;237;10;;
ANCHE;86003;86;171;17;;
ANGLES-SUR-L'ANGLIN;86004;86;68;12;;
ANGLIERS;86005;86;262;17;11;6
ANTIGNY;86006;86;177;7;;
ANTRAN;86007;86;473;22;13;9
ARCAY;86008;86;111;9;;
ARCHIGNY;86009;86;446;39;29;10
ASLONNES;86010;86;509;34;;
ASNIERES-SUR-BLOUR;86011;86;32;;;
ASNOIS;86012;86;43;13;;
AULNAY;86013;86;20;;;
AVAILLES-EN-CHATELLERAULT;86014;86;820;35;30;5
AVAILLES-LIMOUZINE;86015;86;420;77;;
AVANTON;86016;86;1086;26;17;9
AYRON;86017;86;519;36;;
BASSES;86018;86;114;;;
BEAUMONT SAINT-CYR;86019;86;1383;64;57;7
BELLEFONDS;86020;86;89;;;
BENASSAY;86021;86;351;44;39;5
BERRIE;86022;86;63;;;
BERTHEGON;86023;86;136;20;7;13
BERUGES;86024;86;675;21;;
BETHINES;86025;86;163;11;;
BEUXES;86026;86;259;18;;
BIARD;86027;86;811;46;32;14
BIGNOUX;86028;86;415;11;;
BLANZAY;86029;86;276;25;;
BONNES;86031;86;712;23;;
BONNEUIL-MATOURS;86032;86;1007;78;62;16
BOURESSE;86034;86;207;9;;
BOURG-ARCHAMBAULT;86035;86;55;16;6;10
