Communes;Codes_Insee;Numero_departement;NB_allocataires;Dont_RSA_jeune;NB_allocataire_RSA;RSA_majore;RSA_non_Majore
FROIDECONCHE;70258;70;285;;21;;
FROIDETERRE;70259;70;37;;;;
FROTEY-LES-LURE;70260;70;90;;6;;
FROTEY-LES-VESOUL;70261;70;204;;34;;
GENEVREUILLE;70262;70;24;;;;
GENEVREY;70263;70;30;;;;
GEORFANS;70264;70;;;;;
GERMIGNEY;70265;70;20;;;;
GEVIGNEY-ET-MERCEY;70267;70;52;;8;;
GEZIER-ET-FONTENELAY;70268;70;36;;;;
GIREFONTAINE;70269;70;;;;;
GOUHENANS;70271;70;51;;;;
GOURGEON;70272;70;20;;5;;
GRAMMONT;70273;70;8;;;;
GRANDECOURT;70274;70;7;;;;
GRANDVELLE-ET-LE-PERRENOT;70275;70;53;;;;
GRANGES-LA-VILLE;70276;70;28;;;;
GRANGES-LE-BOURG;70277;70;54;;;;
GRATTERY;70278;70;26;;;;
GRAY;70279;70;1547;;237;26;211
GRAY-LA-VILLE;70280;70;116;;8;;
GY;70282;70;146;;10;;
HAUT-DU-THEM-CHATEAU-LAMBERT;70283;70;60;;9;;
HAUTEVELLE;70284;70;35;;;;
HERICOURT;70285;70;2019;;237;28;209
HUGIER;70286;70;16;;;;
HURECOURT;70287;70;;;;;
HYET;70288;70;17;;;;
IGNY;70289;70;25;;;;
JASNEY;70290;70;29;;;;
JONVELLE;70291;70;19;;;;
JUSSEY;70292;70;310;;54;9;45
LAMBREY;70293;70;12;;;;
LANTENOT;70294;70;48;;;;
LA LANTERNE-ET-LES-ARMONTS;70295;70;26;;;;
LARIANS-ET-MUNANS;70296;70;38;;;;
LARRET;70297;70;7;;;;
LAVIGNEY;70298;70;12;;;;
LAVONCOURT;70299;70;55;;;;
LIEFFRANS;70301;70;8;;;;
LIEUCOURT;70302;70;15;;;;
LIEVANS;70303;70;19;;;;
LINEXERT;70304;70;16;;;;
L�UILLEY;70305;70;7;;;;
LOMONT;70306;70;66;;;;
LONGEVELLE;70307;70;15;;;;
LA LONGINE;70308;70;26;;;;
LOULANS-VERCHAMP;70309;70;72;;;;
LURE;70310;70;1983;;377;55;322
LUXEUIL-LES-BAINS;70311;70;1611;;280;35;245
LUZE;70312;70;76;;;;
LYOFFANS;70313;70;50;;;;
MAGNIVRAY;70314;70;25;;;;
MAGNONCOURT;70315;70;55;;8;;
LE MAGNORAY;70316;70;15;;;;
LES MAGNY;70317;70;19;;;;
MAGNY-DANIGON;70318;70;57;;;;
MAGNY-JOBERT;70319;70;20;;;;
MAGNY-LES-JUSSEY;70320;70;12;;;;
MAGNY-VERNOIS;70321;70;175;;21;;
MAILLERONCOURT-CHARETTE;70322;70;33;;;;
MAILLERONCOURT-SAINT-PANCRAS;70323;70;33;;5;;
MAILLEY-ET-CHAZELOT;70324;70;78;;6;;
MAIZIERES;70325;70;41;;;;
LA MALACHERE;70326;70;41;;;;
MALANS;70327;70;18;;;;
MALBOUHANS;70328;70;56;;;;
MALVILLERS;70329;70;6;;;;
MANDREVILLARS;70330;70;32;;;;
MANTOCHE;70331;70;54;;;;
MARAST;70332;70;6;;;;
MARNAY;70334;70;238;;14;;
MAUSSANS;70335;70;;;;;
MELECEY;70336;70;15;;;;
MELIN;70337;70;9;;;;
MELINCOURT;70338;70;26;;;;
MELISEY;70339;70;280;;31;5;26
MEMBREY;70340;70;23;;;;
MENOUX;70341;70;47;;;;
MERCEY-SUR-SAONE;70342;70;17;;;;
MERSUAY;70343;70;38;;;;
MEURCOURT;70344;70;42;;;;
MIGNAVILLERS;70347;70;44;;;;
MOFFANS-ET-VACHERESSE;70348;70;74;;8;;
MOIMAY;70349;70;31;;7;;
MOLAY;70350;70;9;;;;
MOLLANS;70351;70;22;;;;
LA MONTAGNE;70352;70;5;;;;
MONTAGNEY;70353;70;82;;;;
MONTARLOT-LES-RIOZ;70355;70;51;;;;
MONTBOILLON;70356;70;41;;;;
MONTBOZON;70357;70;80;;8;;
MONTCEY;70358;70;30;;;;
MONTCOURT;70359;70;;;;;
MONTDORE;70360;70;9;;;;
MONTESSAUX;70361;70;22;;;;
MONTIGNY-LES-CHERLIEU;70362;70;13;;;;
MONTIGNY-LES-VESOUL;70363;70;101;;;;
MONTJUSTIN-ET-VELOTTE;70364;70;9;;;;
VILLERS-CHEMIN-ET-MONT-LES-ETRELLES;70366;70;19;;;;
MONT-LE-VERNOIS;70367;70;29;;;;
MONTOT;70368;70;16;;;;
MONT-SAINT-LEGER;70369;70;;;;;
MONTUREUX-ET-PRANTIGNY;70371;70;25;;;;
MONTUREUX-LES-BAULAY;70372;70;22;;;;
LA ROCHE-MOREY;70373;70;44;;7;;
MOTEY-BESUCHE;70374;70;12;;;;
MOTEY-SUR-SAONE;70375;70;;;;;
NANTILLY;70376;70;56;;;;
NAVENNE;70378;70;220;;20;;
NEUREY-EN-VAUX;70380;70;21;;;;
NEUREY-LES-LA-DEMIE;70381;70;94;;;;
NEUVELLE-LES-CROMARY;70383;70;61;;;;
NEUVELLE-LES-LA-CHARITE;70384;70;22;;;;
LA NEUVELLE-LES-LURE;70385;70;50;;7;;
LA NEUVELLE-LES-SCEY;70386;70;22;;;;
NOIDANS-LE-FERROUX;70387;70;110;;11;;
NOIDANS-LES-VESOUL;70388;70;359;;38;9;29
NOIRON;70389;70;7;;;;
NOROY-LE-BOURG;70390;70;69;;7;;
OIGNEY;70392;70;5;;;;
OISELAY-ET-GRACHAUX;70393;70;48;;;;
ONAY;70394;70;;;;;
OPPENANS;70395;70;;;;;
ORICOURT;70396;70;;;;;
ORMENANS;70397;70;11;;;;
ORMOICHE;70398;70;11;;;;
ORMOY;70399;70;26;;;;
OUGE;70400;70;10;;;;
OVANCHES;70401;70;15;;;;
OYRIERES;70402;70;45;;;;
PALANTE;70403;70;41;;;;
PASSAVANT-LA-ROCHERE;70404;70;97;;17;;
PENNESIERES;70405;70;30;;;;
PERCEY-LE-GRAND;70406;70;7;;;;
PERROUSE;70407;70;38;;;;
PESMES;70408;70;170;;14;;
PIERRECOURT;70409;70;13;;;;
PIN;70410;70;100;;;;
LA PISSEURE;70411;70;;;;;
PLAINEMONT;70412;70;9;;;;
PLANCHER-BAS;70413;70;261;;16;;
PLANCHER-LES-MINES;70414;70;171;;26;;
POLAINCOURT-ET-CLAIREFONTAINE;70415;70;96;;7;;
POMOY;70416;70;23;;;;
PONTCEY;70417;70;46;;;;
LA ROMAINE;70418;70;63;;7;;
PONT-DU-BOIS;70419;70;9;;;;
PONT-SUR-L'OGNON;70420;70;7;;;;
PORT-SUR-SAONE;70421;70;594;;63;8;55
POYANS;70422;70;20;;;;
PREIGNEY;70423;70;9;;;;
LA PROISELIERE-ET-LANGLE;70425;70;23;;;;
PROVENCHERE;70426;70;34;;;;
PURGEROT;70427;70;41;;;;
PUSEY;70428;70;241;;10;;
PUSY-ET-EPENOUX;70429;70;62;;;;
LA QUARTE;70430;70;8;;;;
QUENOCHE;70431;70;41;;;;
QUERS;70432;70;43;;;;
QUINCEY;70433;70;162;;9;;
RADDON-ET-CHAPENDU;70435;70;123;;12;;
RAINCOURT;70436;70;19;;5;;
RANZEVELLE;70437;70;;;;;
RAY-SUR-SAONE;70438;70;24;;;;
RAZE;70439;70;46;;;;
RECOLOGNE;70440;70;;;;;
RECOLOGNE-LES-RIOZ;70441;70;39;;;;
RENAUCOURT;70442;70;15;;;;
LA GRANDE-RESIE;70443;70;8;;;;
LA RESIE-SAINT-MARTIN;70444;70;20;;;;
RIGNOVELLE;70445;70;16;;;;
RIGNY;70446;70;79;;;;
RIOZ;70447;70;432;;15;;
ROCHE-ET-RAUCOURT;70448;70;19;;;;
ROCHE-SUR-LINOTTE-ET-SORANS-LES-CORDIERS;70449;70;;;;;
LA ROCHELLE;70450;70;5;;;;
RONCHAMP;70451;70;494;;70;12;58
ROSEY;70452;70;35;;;;
LA ROSIERE;70453;70;7;;;;
ROSIERES-SUR-MANCE;70454;70;9;;;;
ROYE;70455;70;216;;18;;
RUHANS;70456;70;23;;;;
RUPT-SUR-SAONE;70457;70;10;;;;
SAINT-BARTHELEMY;70459;70;145;;14;;
SAINT-BRESSON;70460;70;44;;7;;
SAINT-BROING;70461;70;7;;;;
SAINT-FERJEUX;70462;70;10;;;;
SAINT-GAND;70463;70;27;;;;
SAINT-GERMAIN;70464;70;202;;19;;
SAINT-LOUP-NANTOUARD;70466;70;14;;;;
SAINT-LOUP-SUR-SEMOUSE;70467;70;680;;109;10;99
SAINT-MARCEL;70468;70;8;;;;
SAINTE-MARIE-EN-CHANOIS;70469;70;18;;;;
SAINTE-MARIE-EN-CHAUX;70470;70;22;;;;
SAINTE-REINE;70471;70;;;;;
SAINT-REMY;70472;70;207;;;;
SAINT-SAUVEUR;70473;70;277;;41;6;35
SAINT-SULPICE;70474;70;14;;;;
SAINT-VALBERT;70475;70;35;;;;
SAPONCOURT;70476;70;6;;;;
SAULNOT;70477;70;108;;6;;
SAULX;70478;70;168;;29;;
SAUVIGNEY-LES-GRAY;70479;70;13;;;;
SAUVIGNEY-LES-PESMES;70480;70;21;;;;
SAVOYEUX;70481;70;22;;5;;
SCEY-SUR-SAONE-ET-SAINT-ALBIN;70482;70;232;;18;;
SCYE;70483;70;15;;;;
SECENANS;70484;70;31;;;;
SELLES;70485;70;25;;5;;
SEMMADON;70486;70;18;;;;
SENARGENT-MIGNAFANS;70487;70;24;;;;
SENONCOURT;70488;70;23;;;;
SERVANCE-MIELLIN;70489;70;68;;13;;
SERVIGNEY;70490;70;17;;;;
SEVEUX;70491;70;69;;6;;
SOING-CUBRY-CHARENTENAY;70492;70;70;;6;;
SORANS-LES-BREUREY;70493;70;54;;;;
SORNAY;70494;70;49;;;;
TARTECOURT;70496;70;;;;;
TAVEY;70497;70;81;;;;
TERNUAY-MELAY-ET-SAINT-HILAIRE;70498;70;56;;;;
THEULEY;70499;70;11;;;;
THIEFFRANS;70500;70;25;;;;
THIENANS;70501;70;10;;;;
TINCEY-ET-PONTREBEAU;70502;70;9;;;;
TRAITIEFONTAINE;70503;70;18;;;;
TRAVES;70504;70;38;;;;
LE TREMBLOIS;70505;70;27;;;;
TREMOINS;70506;70;60;;6;;
TRESILLEY;70507;70;35;;;;
TROMAREY;70509;70;12;;;;
VADANS;70510;70;20;;;;
VAITE;70511;70;32;;10;;
LA VAIVRE;70512;70;30;;;;
VAIVRE-ET-MONTOILLE;70513;70;334;;26;;
VALAY;70514;70;143;;10;;
LE VAL-DE-GOUHENANS;70515;70;6;;;;
VALLEROIS-LE-BOIS;70516;70;30;;;;
VALLEROIS-LORIOZ;70517;70;54;;;;
LE VAL-SAINT-ELOI;70518;70;11;;;;
VANDELANS;70519;70;18;;;;
VANNE;70520;70;13;;;;
VANTOUX-ET-LONGEVELLE;70521;70;21;;;;
VAROGNE;70522;70;13;;;;
VARS;70523;70;26;;;;
VAUCHOUX;70524;70;18;;;;
VAUCONCOURT-NERVEZAIN;70525;70;25;;;;
VAUVILLERS;70526;70;108;;19;;
VAUX-LE-MONCELOT;70527;70;12;;;;
VELESMES-ECHEVANNE;70528;70;58;;;;
VELET;70529;70;49;;;;
VELLECHEVREUX-ET-COURBENANS;70530;70;18;;;;
VELLECLAIRE;70531;70;19;;;;
VELLEFAUX;70532;70;58;;;;
VELLEFREY-ET-VELLEFRANGE;70533;70;14;;;;
VELLEFRIE;70534;70;17;;;;
VELLEGUINDRY-ET-LEVRECEY;70535;70;16;;;;
VELLE-LE-CHATEL;70536;70;22;;;;
VELLEMINFROY;70537;70;44;;5;;
VELLEMOZ;70538;70;7;;;;
VELLEXON-QUEUTREY-ET-VAUDEY;70539;70;53;;;;
VELLOREILLE-LES-CHOYE;70540;70;11;;;;
VELORCEY;70541;70;42;;;;
VENERE;70542;70;36;;;;
LA VERGENNE;70544;70;15;;;;
VENISEY;70545;70;19;;;;
VEREUX;70546;70;31;;;;
VERLANS;70547;70;26;;;;
VERNOIS-SUR-MANCE;70548;70;13;;;;
LA VERNOTTE;70549;70;9;;;;
VESOUL;70550;70;4534;;861;101;760
VILLAFANS;70552;70;26;;;;
VILLARGENT;70553;70;17;;;;
VILLARS-LE-PAUTEL;70554;70;28;;5;;
LA VILLEDIEU-EN-FONTENETTE;70555;70;24;;;;
VILLEFRANCON;70557;70;21;;;;
LA VILLENEUVE-BELLENOYE-ET-LA-MAIZE;70558;70;14;;;;
VILLEPAROIS;70559;70;23;;;;
VILLERS-BOUTON;70560;70;26;;;;
VILLERSEXEL;70561;70;295;;28;;
VILLERS-LA-VILLE;70562;70;12;;;;
VILLERS-LE-SEC;70563;70;53;;;;
VILLERS-LES-LUXEUIL;70564;70;47;;;;
VILLERS-PATER;70565;70;8;;;;
VILLERS-SUR-PORT;70566;70;25;;;;
VILLERS-SUR-SAULNOT;70567;70;18;;;;
VILLERS-VAUDEY;70568;70;;;;;
VILORY;70569;70;8;;;;
VISONCOURT;70571;70;5;;;;
VITREY-SUR-MANCE;70572;70;36;;7;;
LA VOIVRE;70573;70;18;;;;
VOLON;70574;70;;;;;
VORAY-SUR-L'OGNON;70575;70;129;;6;;
VOUGECOURT;70576;70;20;;;;
VOUHENANS;70577;70;52;;;;
VREGILLE;70578;70;20;;;;
VYANS-LE-VAL;70579;70;55;;;;
VY-LE-FERROUX;70580;70;19;;;;
VY-LES-LURE;70581;70;109;;12;;
VY-LES-RUPT;70582;70;7;;;;
VY-LES-FILAIN;70583;70;17;;;;
L'ABERGEMENT-DE-CUISERY;71001;71;79;;;;
L'ABERGEMENT-SAINTE-COLOMBE;71002;71;166;;5;;
ALLEREY-SUR-SAONE;71003;71;101;;;;
ALLERIOT;71004;71;144;;7;;
ALUZE;71005;71;20;;;;
AMANZE;71006;71;17;;;;
AMEUGNY;71007;71;19;;;;
ANGLURE-SOUS-DUN;71008;71;15;;;;
ANOST;71009;71;69;;13;;
ANTULLY;71010;71;102;;6;;
ANZY-LE-DUC;71011;71;49;;5;;
ARTAIX;71012;71;43;;;;
AUTHUMES;71013;71;31;;;;
AUTUN;71014;71;2717;;331;35;296
AUXY;71015;71;107;;8;;
AZE;71016;71;157;;6;;
BALLORE;71017;71;9;;;;
BANTANGES;71018;71;75;;7;;
BARIZEY;71019;71;16;;;;
BARNAY;71020;71;13;;;;
BARON;71021;71;40;;;;
BAUDEMONT;71022;71;53;;;;
BAUDRIERES;71023;71;127;;10;;
BAUGY;71024;71;58;;5;;
BEAUBERY;71025;71;40;;;;
BEAUMONT-SUR-GROSNE;71026;71;48;;;;
BEAUREPAIRE-EN-BRESSE;71027;71;111;;7;;
BEAUVERNOIS;71028;71;12;;;;
BELLEVESVRE;71029;71;24;;;;
BERGESSERIN;71030;71;38;;;;
BERZE-LE-CHATEL;71031;71;8;;;;
BERZE-LA-VILLE;71032;71;92;;;;
BEY;71033;71;121;;;;
BISSEY-SOUS-CRUCHAUD;71034;71;41;;;;
BISSY-LA-MACONNAISE;71035;71;19;;;;
BISSY-SOUS-UXELLES;71036;71;10;;;;
BISSY-SUR-FLEY;71037;71;9;;;;
LES BIZOTS;71038;71;52;;;;
BLANOT;71039;71;19;;;;
BLANZY;71040;71;1030;;103;15;88
BOIS-SAINTE-MARIE;71041;71;30;;;;
BONNAY;71042;71;67;;5;;
LES BORDES;71043;71;;;;;
BOSJEAN;71044;71;31;;;;
BOUHANS;71045;71;15;;;;
LA BOULAYE;71046;71;9;;;;
BOURBON-LANCY;71047;71;812;;88;9;79
BOURG-LE-COMTE;71048;71;19;;;;
BOURGVILAIN;71050;71;44;;;;
BOUZERON;71051;71;15;;;;
BOYER;71052;71;91;;9;;
BRAGNY-SUR-SAONE;71054;71;74;;;;
BRANDON;71055;71;33;;;;
BRANGES;71056;71;296;;28;;
BRAY;71057;71;10;;;;
BRESSE-SUR-GROSNE;71058;71;22;;;;
LE BREUIL;71059;71;510;;20;;
BRIANT;71060;71;17;;;;
BRIENNE;71061;71;63;;;;
BRION;71062;71;23;;;;
BROYE;71063;71;93;;7;;
BRUAILLES;71064;71;117;;14;;
BUFFIERES;71065;71;33;;;;
BURGY;71066;71;17;;;;
BURNAND;71067;71;12;;;;
BURZY;71068;71;5;;;;
BUSSIERES;71069;71;62;;;;
BUXY;71070;71;401;;27;;
CERON;71071;71;25;;;;
CERSOT;71072;71;10;;;;
CHAGNY;71073;71;1046;;102;12;90
CHAINTRE;71074;71;64;;;;
CHALMOUX;71075;71;78;;11;;
CHALON-SUR-SAONE;71076;71;11208;;1761;221;1540
CHAMBILLY;71077;71;61;;;;
CHAMILLY;71078;71;23;;;;
CHAMPAGNAT;71079;71;47;;;;
CHAMPAGNY-SOUS-UXELLES;71080;71;;;;;
CHAMPFORGEUIL;71081;71;442;;56;5;51
CHAMPLECY;71082;71;13;;;;
CHANES;71084;71;48;;;;
CHANGE;71085;71;19;;;;
CHANGY;71086;71;42;;;;
CHAPAIZE;71087;71;18;;;;
LA CHAPELLE-AU-MANS;71088;71;27;;6;;
LA CHAPELLE-DE-BRAGNY;71089;71;26;;;;
LA CHAPELLE-DE-GUINCHAY;71090;71;630;;27;;
LA CHAPELLE-DU-MONT-DE-FRANCE;71091;71;23;;;;
LA CHAPELLE-NAUDE;71092;71;58;;7;;
LA CHAPELLE-SAINT-SAUVEUR;71093;71;76;;21;;
LA CHAPELLE-SOUS-BRANCION;71094;71;;;;;
LA CHAPELLE-SOUS-DUN;71095;71;47;;;;
LA CHAPELLE-SOUS-UCHON;71096;71;28;;7;;
LA CHAPELLE-THECLE;71097;71;38;;6;;
CHARBONNAT;71098;71;24;;;;
CHARBONNIERES;71099;71;26;;;;
CHARDONNAY;71100;71;17;;;;
CHARETTE-VARENNES;71101;71;60;;10;;
LA CHARMEE;71102;71;75;;;;
CHARMOY;71103;71;23;;;;
CHARNAY-LES-CHALON;71104;71;20;;;;
CHARNAY-LES-MACON;71105;71;1244;;57;5;52
CHAROLLES;71106;71;566;;65;7;58
CHARRECEY;71107;71;52;;;;
CHASSELAS;71108;71;19;;;;
CHASSEY-LE-CAMP;71109;71;39;;;;
CHASSIGNY-SOUS-DUN;71110;71;64;;;;
CHASSY;71111;71;30;;;;
CHATEAU;71112;71;21;;;;
CHATEAUNEUF;71113;71;16;;;;
CHATEL-MORON;71115;71;12;;;;
CHATENAY;71116;71;12;;;;
CHATENOY-EN-BRESSE;71117;71;140;;;;
CHATENOY-LE-ROYAL;71118;71;880;;107;22;85
CHAUDENAY;71119;71;136;;9;;
CHAUFFAILLES;71120;71;610;;65;9;56
LA CHAUX;71121;71;42;;5;;
CHEILLY-LES-MARANGES;71122;71;68;;;;
CHENAY-LE-CHATEL;71123;71;45;;8;;
CHENOVES;71124;71;19;;;;
CHERIZET;71125;71;;;;;
CHEVAGNY-LES-CHEVRIERES;71126;71;70;;;;
CHEVAGNY-SUR-GUYE;71127;71;8;;;;
CHIDDES;71128;71;;;;;
CHISSEY-EN-MORVAN;71129;71;33;;;;
CHISSEY-LES-MACON;71130;71;26;;;;
CIEL;71131;71;118;;;;
CIRY-LE-NOBLE;71132;71;323;;36;;
LA CLAYETTE;71133;71;303;;35;;
CLERMAIN;71134;71;29;;;;
CLESSE;71135;71;81;;;;
CLESSY;71136;71;34;;6;;
CLUNY;71137;71;998;;60;;
COLLONGE-EN-CHAROLLAIS;71139;71;18;;;;
COLLONGE-LA-MADELEINE;71140;71;;;;;
COLOMBIER-EN-BRIONNAIS;71141;71;33;;;;
LA COMELLE;71142;71;23;;;;
CONDAL;71143;71;57;;;;
CORDESSE;71144;71;17;;;;
CORMATIN;71145;71;75;;16;;
CORTAMBERT;71146;71;28;;;;
CORTEVAIX;71147;71;29;;;;
COUBLANC;71148;71;109;;;;
COUCHES;71149;71;176;;14;;
CRECHES-SUR-SAONE;71150;71;442;;32;8;24
CREOT;71151;71;7;;;;
CRESSY-SUR-SOMME;71152;71;19;;;;
LE CREUSOT;71153;71;5062;;685;72;613
CRISSEY;71154;71;339;;21;;
CRONAT;71155;71;55;;7;;
CRUZILLE;71156;71;33;;;;
CUISEAUX;71157;71;286;;21;;
CUISERY;71158;71;281;;29;;
CULLES-LES-ROCHES;71159;71;23;;;;
CURBIGNY;71160;71;29;;;;
CURDIN;71161;71;37;;;;
CURGY;71162;71;114;;;;
CURTIL-SOUS-BUFFIERES;71163;71;15;;;;
CURTIL-SOUS-BURNAND;71164;71;12;;;;
CUSSY-EN-MORVAN;71165;71;38;;6;;
CUZY;71166;71;9;;;;
DAMEREY;71167;71;78;;;;
DAMPIERRE-EN-BRESSE;71168;71;14;;;;
DAVAYE;71169;71;84;;;;
DEMIGNY;71170;71;253;;8;;
DENNEVY;71171;71;44;;;;
DETTEY;71172;71;;;;;
DEVROUZE;71173;71;39;;;;
DEZIZE-LES-MARANGES;71174;71;8;;;;
DICONNE;71175;71;48;;;;
DIGOIN;71176;71;1599;;282;30;252
DOMMARTIN-LES-CUISEAUX;71177;71;108;;7;;
DOMPIERRE-LES-ORMES;71178;71;127;;9;;
DOMPIERRE-SOUS-SANVIGNES;71179;71;;;;;
DONZY-LE-PERTUIS;71181;71;17;;;;
DRACY-LE-FORT;71182;71;118;;6;;
DRACY-LES-COUCHES;71183;71;10;;;;
DRACY-SAINT-LOUP;71184;71;65;;;;
DYO;71185;71;37;;;;
ECUELLES;71186;71;34;;;;
ECUISSES;71187;71;254;;18;;
EPERTULLY;71188;71;7;;;;
EPERVANS;71189;71;221;;21;;
EPINAC;71190;71;372;;48;7;41
ESSERTENNE;71191;71;60;;;;
ETANG-SUR-ARROUX;71192;71;256;;17;;
ETRIGNY;71193;71;54;;6;;
FARGES-LES-CHALON;71194;71;93;;;;
FARGES-LES-MACON;71195;71;22;;;;
LE FAY;71196;71;71;;;;
FLACEY-EN-BRESSE;71198;71;51;;;;
FLAGY;71199;71;13;;;;
FLEURY-LA-MONTAGNE;71200;71;91;;5;;
FLEY;71201;71;9;;;;
FONTAINES;71202;71;231;;9;;
FONTENAY;71203;71;;;;;
FRAGNES-LA LOYERE;71204;71;205;;11;;
FRANGY-EN-BRESSE;71205;71;64;;6;;
LA FRETTE;71206;71;27;;;;
FRETTERANS;71207;71;30;;;;
FRONTENARD;71208;71;27;;;;
FRONTENAUD;71209;71;88;;;;
FUISSE;71210;71;31;;;;
GENELARD;71212;71;210;;23;;
LA GENETE;71213;71;79;;6;;
GENOUILLY;71214;71;62;;10;;
GERGY;71215;71;345;;16;;
GERMAGNY;71216;71;27;;;;
GERMOLLES-SUR-GROSNE;71217;71;13;;;;
GIBLES;71218;71;65;;5;;
GIGNY-SUR-SAONE;71219;71;70;;;;
GILLY-SUR-LOIRE;71220;71;64;;;;
GIVRY;71221;71;518;;25;;
GOURDON;71222;71;103;;;;
LA GRANDE-VERRIERE;71223;71;53;;;;
GRANDVAUX;71224;71;7;;;;
GRANGES;71225;71;61;;;;
GREVILLY;71226;71;;;;;
GRURY;71227;71;44;;5;;
GUERFAND;71228;71;32;;;;
LES GUERREAUX;71229;71;23;;;;
GUEUGNON;71230;71;1096;;136;19;117
LA GUICHE;71231;71;66;;5;;
HAUTEFOND;71232;71;22;;;;
L'HOPITAL-LE-MERCIER;71233;71;37;;5;;
HUILLY-SUR-SEILLE;71234;71;35;;;;
HURIGNY;71235;71;262;;6;;
IGE;71236;71;107;;5;;
IGORNAY;71237;71;62;;10;;
IGUERANDE;71238;71;128;;9;;
ISSY-L'EVEQUE;71239;71;64;;;;
JALOGNY;71240;71;52;;5;;
JAMBLES;71241;71;59;;;;
JONCY;71242;71;83;;8;;
JOUDES;71243;71;54;;5;;
JOUVENCON;71244;71;56;;8;;
JUGY;71245;71;42;;;;
JUIF;71246;71;31;;;;
JULLY-LES-BUXY;71247;71;37;;;;
LACROST;71248;71;86;;;;
LAIVES;71249;71;135;;8;;
LAIZE;71250;71;134;;;;
LAIZY;71251;71;66;;6;;
LALHEUE;71252;71;44;;;;
LANS;71253;71;115;;5;;
LAYS-SUR-LE-DOUBS;71254;71;13;;;;
LESME;71255;71;16;;;;
LESSARD-EN-BRESSE;71256;71;86;;;;
LESSARD-LE-NATIONAL;71257;71;88;;5;;
LEYNES;71258;71;52;;;;
LIGNY-EN-BRIONNAIS;71259;71;35;;;;
LOISY;71261;71;75;;8;;
LONGEPIERRE;71262;71;16;;;;
LOUHANS;71263;71;1219;;188;28;160
LOURNAND;71264;71;43;;;;
LUCENAY-L'EVEQUE;71266;71;37;;;;
LUGNY;71267;71;116;;6;;
LUGNY-LES-CHAROLLES;71268;71;43;;;;
LUX;71269;71;339;;29;;
MACON;71270;71;8016;;1178;150;1028
MAILLY;71271;71;12;;;;
MALAY;71272;71;18;;6;;
MALTAT;71273;71;28;;;;
MANCEY;71274;71;39;;;;
MARCIGNY;71275;71;297;;40;;
MARCILLY-LA-GUEURCE;71276;71;10;;;;
MARCILLY-LES-BUXY;71277;71;94;;;;
MARIGNY;71278;71;12;;;;
LE ROUSSET-MARIZY;71279;71;84;;13;;
MARLY-SOUS-ISSY;71280;71;9;;;;
MARLY-SUR-ARROUX;71281;71;19;;;;
MARMAGNE;71282;71;164;;15;;
MARNAY;71283;71;71;;;;
MARTAILLY-LES-BRANCION;71284;71;17;;;;
MARTIGNY-LE-COMTE;71285;71;44;;6;;
MARY;71286;71;21;;;;
MASSILLY;71287;71;39;;;;
MATOUR;71289;71;160;;12;;
MAZILLE;71290;71;41;;;;
MELAY;71291;71;136;;;;
MELLECEY;71292;71;157;;;;
MENETREUIL;71293;71;44;;5;;
MERCUREY;71294;71;135;;8;;
MERVANS;71295;71;235;;23;5;18
MESSEY-SUR-GROSNE;71296;71;93;;;;
MESVRES;71297;71;91;;5;;
MILLY-LAMARTINE;71299;71;39;;;;
LE MIROIR;71300;71;81;;7;;
MONT;71301;71;19;;;;
MONTAGNY-LES-BUXY;71302;71;25;;;;
MONTAGNY-PRES-LOUHANS;71303;71;62;;5;;
MONTAGNY-SUR-GROSNE;71304;71;19;;;;
MONTBELLET;71305;71;88;;;;
MONTCEAU-LES-MINES;71306;71;4161;;768;84;684
MONTCEAUX-L'ETOILE;71307;71;39;;;;
MONTCEAUX-RAGNY;71308;71;;;;;
MONTCENIS;71309;71;281;;18;;
MONTCHANIN;71310;71;1039;;113;11;102
MONTCONY;71311;71;25;;;;
MONTCOY;71312;71;26;;;;
MONTHELON;71313;71;50;;;;
MONTJAY;71314;71;15;;;;
MONT-LES-SEURRE;71315;71;22;;;;
MONTMELARD;71316;71;37;;;;
MONTMORT;71317;71;18;;;;
MONTPONT-EN-BRESSE;71318;71;139;;15;;
MONTRET;71319;71;119;;12;;
MONT-SAINT-VINCENT;71320;71;41;;;;
MOREY;71321;71;18;;;;
MORLET;71322;71;;;;;
MORNAY;71323;71;12;;;;
MOROGES;71324;71;59;;;;
LA MOTTE-SAINT-JEAN;71325;71;163;;10;;
MOUTHIER-EN-BRESSE;71326;71;49;;;;
MUSSY-SOUS-DUN;71327;71;47;;;;
NANTON;71328;71;90;;;;
NAVILLY;71329;71;51;;;;
NEUVY-GRANDCHAMP;71330;71;75;;7;;
NOCHIZE;71331;71;8;;;;
ORMES;71332;71;75;;6;;
OSLON;71333;71;161;;16;;
OUDRY;71334;71;40;;;;
OUROUX-SOUS-LE-BOIS-SAINTE-MARIE;71335;71;6;;;;
OUROUX-SUR-SAONE;71336;71;432;;16;;
OYE;71337;71;30;;;;
OZENAY;71338;71;18;;;;
OZOLLES;71339;71;34;;7;;
PALINGES;71340;71;212;;16;;
PALLEAU;71341;71;34;;;;
PARAY-LE-MONIAL;71342;71;1827;;162;19;143
PARIS-L'HOPITAL;71343;71;35;;;;
PASSY;71344;71;8;;;;
PERONNE;71345;71;86;;5;;
PERRECY-LES-FORGES;71346;71;224;;18;;
PERREUIL;71347;71;84;;6;;
